age,gender,race,police_dept,disposition,year,month,day,city,state,county,cause_of_death,criminal_charges,symptoms_of_mental_illness,lat,lng,state_name,id,estimate_households_total,estimate_households_total_less_than_10_000,estimate_households_total_10_000_to_14_999,estimate_households_total_15_000_to_24_999,estimate_households_total_25_000_to_34_999,estimate_households_total_35_000_to_49_999,estimate_households_total_50_000_to_74_999,estimate_households_total_75_000_to_99_999,estimate_households_total_100_000_to_149_999,estimate_households_total_150_000_to_199_999,estimate_households_total_200_000_or_more,estimate_households_median_income_dollars,estimate_households_mean_income_dollars,disparity_value,income_class
34,Male,Hispanic,Fresno Police Department,Pending investigation/No Known Charges,2016,3,23,Fresno,CA,Fresno,Gunshot,No known charges,No,36.7831,-119.7941,California,0500000US06019,315974,7.7,5.3,9.7,10.1,11.5,17,12.4,14.4,6.4,5.4,57518,76573,19055,Low
51,Male,White,Thornton Police Department,Pending investigation/No Known Charges,2016,3,23,Thornton,CO,Adams,Gunshot,No known charges,No,39.9197,-104.9438,Colorado,0500000US08001,171977,3.6,2.7,6.1,6.8,11.8,18.4,16.2,18.4,9.4,6.6,75804,91713,15909,Very High
25,Male,Hispanic,Miami-Dade Police Department,Pending investigation/No Known Charges,2016,3,22,Palmetto Bay,FL,Miami-Dade,Gunshot,No known charges,Yes,25.622,-80.3221,Florida,0500000US12086,912805,8,5.3,9.8,10.3,12.2,18,11.5,12.8,5.3,6.8,55171,82803,27632,Low
33,Male,White,Fredericksburg Police Department,Justified,2016,3,22,Fredericksburg,VA,Fredericksburg City,Gunshot,No known charges,No,38.2992,-77.4872,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Male,White,Pennsylvania State Police,Pending investigation/No Known Charges,2016,3,21,Greensburg,PA,Westmoreland,Gunshot,No known charges,Yes,40.3113,-79.5444,Pennsylvania,0500000US42129,155147,7.2,3.9,9.1,9.3,13.7,17.9,14,14.1,5.9,5,59073,77715,18642,Low
76,Male,White,Burlington Police Department,Justified by State's Attorney,2016,3,21,Burlington,VT,Chittenden,"Gunshot, Taser",No known charges,Yes,44.4877,-73.2314,Vermont,0500000US50007,68516,6.2,3.5,4.6,7.1,9.8,17.3,13.6,18.7,9.1,10.3,76806,98519,21713,Very High
25,Male,White,Stamford Police Department,Justified by State's Attorney,2016,3,21,Stamford,CT,Fairfield,Gunshot,No known charges,Yes,41.1035,-73.5583,Connecticut,0500000US09001,340557,4.2,3.3,6.2,4.8,8.6,13.4,10.3,15.7,10.8,22.8,97053,159703,62650,Very High
16,Male,Black,"Alachua County Sheriff's Office, Gainesville Police Department",Pending investigation/No Known Charges,2016,3,20,Gainesville,FL,Alachua,Gunshot,No known charges,Yes,29.6804,-82.3458,Florida,0500000US12001,103024,11.1,4.3,11.3,9.6,14.3,15.3,10.4,13.6,4.1,6.1,49534,73143,23609,Very Low
62,Male,Hispanic,Fort Wayne Police Department,Justified by Prosecutor,2016,3,20,Fort Wayne,IN,Allen,Gunshot,No known charges,No,41.0886,-85.1437,Indiana,0500000US18003,146280,4.9,3.7,8.3,10.9,16.1,19.9,12.8,14.2,5.1,4.1,56519,76589,20070,Low
54,Male,White,Pennsylvania State Police,Pending investigation/No Known Charges,2016,3,20,Fort Littleton,PA,Fulton,Gunshot,No known charges,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,Male,White,Hopewell Police Department,Pending investigation/No Known Charges,2016,3,20,Hopewell,VA,Hopewell City,Gunshot,No known charges,Yes,37.2915,-77.2985,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Female,Black,Norfolk Police Department,Justified,2016,3,19,Norfolk,VA,Norfolk City,Gunshot,No known charges,No,36.8945,-76.259,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Male,Black,Park Forest Police Department,Pending investigation/No Known Charges,2016,3,19,Park Forest,IL,Cook,Gunshot,No known charges,No,41.4817,-87.6868,Illinois,0500000US17031,1985613,7,4,7.9,8.2,10.5,15.7,12.1,16.2,8,10.5,69429,100785,31356,High
35,Male,Black,Pasco County Sheriff's Office,Pending investigation/No Known Charges,2016,3,19,Port Richey,FL,Pasco,Taser,No known charges,No,28.2758,-82.725,Florida,0500000US12101,212856,5.7,4.3,10.2,9.8,15.4,17.8,12.6,14.2,5.2,4.7,55828,73875,18047,Low
23,Male,White,Kentucky State Police,Pending investigation/No Known Charges,2016,3,19,White Plains,KY,Hopkins,Gunshot,No known charges,No,37.1708,-87.3801,Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Male,White,St. Tammany Parish Sheriff's Office,Pending investigation/No Known Charges,2016,3,19,Covington,LA,St. Tammany,Gunshot,No known charges,No,30.4808,-90.1122,Louisiana,0500000US22103,94988,4.9,4.3,7.7,8,11.9,17.1,14.7,16.5,6.8,8.1,69076,88518,19442,High
49,Male,Unknown race,Contra Costa County Sheriff's Office,Pending investigation/No Known Charges,2016,3,18,Byron,CA,Contra Costa,Gunshot,No known charges,Yes,37.8756,-121.642,California,0500000US06013,399792,3.3,2.8,4,4.8,6.9,12.2,12.5,18.9,12.2,22.4,107135,146387,39252,Very High
60,Male,White,Jefferson County Sheriff's Office,Cleared,2016,3,18,Idaho Falls,ID,Jefferson,Gunshot,No known charges,No,43.4872,-112.0362,Idaho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,Male,Asian,Burnsville Police Department,Grand jury/No bill or Cleared,2016,3,17,Burnsville,MN,Dakota,Gunshot,No known charges,Yes,44.7648,-93.2795,Minnesota,0500000US27037,162895,3.5,1.9,4.7,6,10.3,15.7,13.6,22.4,10.6,11.5,88864,109318,20454,Very High
53,Male,Asian,Tampa Police Department,Pending investigation/No Known Charges,2016,3,17,Tampa,FL,Hillsborough,Gunshot,No known charges,No,27.9942,-82.4451,Florida,0500000US12057,541584,7,3.4,7.9,9.3,12.9,19.3,12.2,14.7,5.5,7.7,61154,84812,23658,Middle
29,Male,Black,Houston Police Department,Pending investigation/No Known Charges,2016,3,17,Houston,TX,Harris,Gunshot,No known charges,No,29.7863,-95.3889,Texas,0500000US48201,1647384,6.1,3.4,8.8,9.2,12.7,18.1,12,14.1,6.8,8.9,61618,92488,30870,Middle
30,Male,Black,Houston Police Department,Pending investigation/No Known Charges,2016,3,17,Houston,TX,Harris,Gunshot,No known charges,No,29.7863,-95.3889,Texas,0500000US48201,1647384,6.1,3.4,8.8,9.2,12.7,18.1,12,14.1,6.8,8.9,61618,92488,30870,Middle
37,Male,White,"Midland Police Department, Ohioville Police Department",Pending investigation/No Known Charges,2016,3,17,Midland,PA,Beaver,Gunshot,No known charges,Drug or alcohol use,40.6373,-80.4565,Pennsylvania,0500000US42007,70745,5.2,4.8,9.9,8.7,14.3,17.5,13.7,15.2,6.8,3.8,60672,75836,15164,Middle
33,Male,Hispanic,San Antonio Police Department,Pending investigation/No Known Charges,2016,3,16,San Antonio,TX,Bexar,Gunshot,No known charges,Yes,29.4658,-98.5253,Texas,0500000US48029,646352,6.6,3.9,9.1,9.5,13.1,19.7,12.8,14.1,6,5.3,58964,79424,20460,Low
23,Male,Hispanic,Los Angeles County Sheriff's Department,Pending investigation/No Known Charges,2016,3,16,Los Angeles,CA,Los Angeles,Gunshot,No known charges,Yes,34.1139,-118.4068,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
25,Male,Hispanic,Fontana Police Department,Justified by District Attorney,2016,3,16,Apple Valley,CA,San Bernardino,Gunshot,No known charges,Unknown,34.5328,-117.2104,California,0500000US06071,644758,4.9,3.8,7.3,8.7,12,17.5,14.7,17.4,7.5,6.2,67903,86334,18431,High
40,Male,White,Anson County Sheriff's Office,Pending investigation/No Known Charges,2016,3,16,Lilesville,NC,Anson,Gunshot,No known charges,Yes,34.9675,-79.9845,North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Male,White,Russellville Police Department,Pending investigation/No Known Charges,2016,3,15,Russellville,KY,Logan,Gunshot,No known charges,No,36.8393,-86.895,Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,Male,White,Evansville Police Department,Pending investigation/No Known Charges,2016,3,15,Evansville,IN,Vanderburgh,Gunshot,No known charges,No,37.9881,-87.5341,Indiana,0500000US18163,75522,6,4.5,11.5,11.2,14.8,19.9,13,11.3,3.7,4,51350,72542,21192,Very Low
43,Male,White,Fort Worth Police Department,Pending investigation/No Known Charges,2016,3,15,Fort Worth,TX,Tarrant,Gunshot,No known charges,No,32.7811,-97.3473,Texas,0500000US48439,727094,4.4,3.2,6.7,8.3,12.2,18.8,13.7,16.4,7.8,8.5,70139,94469,24330,High
29,Male,Black,Chicago Police Department,Pending investigation/No Known Charges,2016,3,14,Chicago,IL,Cook,Gunshot,No known charges,No,41.8373,-87.6862,Illinois,0500000US17031,1985613,7,4,7.9,8.2,10.5,15.7,12.1,16.2,8,10.5,69429,100785,31356,High
24,Male,Black,Chester Police Department,Pending investigation/No Known Charges,2016,3,13,Chester,PA,Delaware,Gunshot,No known charges,No,39.8456,-75.3718,Pennsylvania,0500000US42045,209502,5.2,2.9,6.7,8.8,10.3,14.7,12.4,17.2,9,12.8,77339,110612,33273,Very High
28,Male,Black,Prince George's County Police Department,Pending investigation/No Known Charges,2016,3,13,Landover,MD,Prince Georges,Gunshot,No known charges,No,38.9241,-76.8875,Maryland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Male,Hispanic,Farmer's Branch Police Department,Charged with murder,2016,3,13,Addison,TX,Dallas,Gunshot,Charged with a crime,No,32.959,-96.8355,Texas,0500000US48113,940587,6.2,3.2,7.7,8.7,14.3,19.3,12.4,14.5,5.6,8.1,61796,91752,29956,Middle
52,Male,Unknown race,Kentucky State Police,Pending investigation/No Known Charges,2016,3,13,Bowling Green,KY,Warren,Taser,No known charges,Unknown,36.9719,-86.4373,Kentucky,0500000US21227,50489,6.5,4.8,9.2,11.2,14.8,20.6,12.3,13.1,3.6,4,52645,74776,22131,Very Low
38,Female,White,Clark County Sheriff's Office,Pending investigation/No Known Charges,2016,3,13,Vancouver,WA,Clark,Gunshot,No known charges,Yes,45.6366,-122.5967,Washington,0500000US53011,180862,3.1,2.4,6,6.4,11.2,17.3,15.6,21,8.6,8.4,80555,99612,19057,Very High
26,Male,White,Piedmont Police Department,Pending investigation/No Known Charges,2016,3,13,Piedmont,AL,Etowah,Gunshot,No known charges,No,33.9268,-85.6148,Alabama,0500000US01055,40053,9.9,6.3,15.9,11.8,13.4,17.5,9.7,10.3,3,2.3,41447,59944,18497,Very Low
30,Male,White,Lenoir City Police Department,Pending investigation/No Known Charges,2016,3,13,Lenoir City,TN,Loudon,Gunshot,No known charges,Drug or alcohol use,35.811,-84.2818,Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Male,White,West Covina Police Department,Pending investigation/No Known Charges,2016,3,13,Glendale,CA,Los Angeles,Gunshot,No known charges,Yes,34.1818,-118.2468,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
20,Male,Black,Harris County Sheriff's Office,Pending investigation/No Known Charges,2016,3,12,Houston,TX,Harris,"Gunshot, Taser",No known charges,No,29.7863,-95.3889,Texas,0500000US48201,1647384,6.1,3.4,8.8,9.2,12.7,18.1,12,14.1,6.8,8.9,61618,92488,30870,Middle
37,Male,Black,Houston Police Department,Pending investigation/No Known Charges,2016,3,12,Houston,TX,Harris,"Gunshot, Taser",No known charges,Yes,29.7863,-95.3889,Texas,0500000US48201,1647384,6.1,3.4,8.8,9.2,12.7,18.1,12,14.1,6.8,8.9,61618,92488,30870,Middle
43,Male,White,Greensboro Police Department,Pending investigation/No Known Charges,2016,3,12,Greensboro,NC,Guilford,Gunshot,No known charges,Yes,36.0956,-79.8269,North Carolina,0500000US37081,206950,7.4,4.6,9.6,9.8,14.8,17,12.4,13.9,5.3,5.3,55328,78134,22806,Low
49,Male,White,Michigan State Police Department,Pending investigation/No Known Charges,2016,3,12,Birch Run,MI,Saginaw,Vehicle,No known charges,No,43.2503,-83.7911,Michigan,0500000US26145,79050,6.9,4.5,11.7,12.8,16.1,18,10.9,11.6,4.3,3.3,48303,70446,22143,Very Low
25,Male,Black,Norfolk Police Department,Justified by Commonwealth's Attorney,2016,3,11,Norfolk,VA,Norfolk City,Gunshot,No known charges,No,36.8945,-76.259,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Male,Hispanic,"Newark, CA Police Department",Pending investigation/No Known Charges,2016,3,11,Newark,CA,Alameda,Gunshot,No known charges,No,37.5204,-122.0312,California,0500000US06001,585632,4.2,3.4,4.9,4.8,6.4,11.6,10.7,19,12.8,22.2,108322,141427,33105,Very High
46,Male,White,Clinton Police Department,Pending investigation/No Known Charges,2016,3,11,Clinton,IL,Dewitt,Gunshot,No known charges,Yes,40.1468,-88.9633,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Male,White,Butler County Sheriff's Office,Pending investigation/No Known Charges,2016,3,11,Rosalia,KS,Butler,Gunshot,No known charges,Yes,37.8158,-96.625,Kansas,0500000US20015,25004,4.4,4.9,6.7,9.3,14.5,18.8,14.6,17.8,4.1,5.1,61951,82866,20915,Middle
22,Male,Black,Reno Police Department,Pending investigation/No Known Charges,2016,3,10,Reno,NV,Washoe,Gunshot,No known charges,Yes,39.5497,-119.8483,Nevada,0500000US32031,191091,4.2,3.7,8.2,6.8,11,17.7,14.8,18.8,7,7.8,71881,97948,26067,High
21,Male,Hispanic,Long Beach Police Department,Pending investigation/No Known Charges,2016,3,10,Long Beach,CA,Los Angeles,Gunshot,No known charges,No,33.7981,-118.1675,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
23,Male,Hispanic,Colorado State Trooper,Pending investigation/No Known Charges,2016,3,10,Colorado City,CO,Pueblo,Gunshot,No known charges,No,37.9365,-104.8459,Colorado,0500000US08101,66111,7.8,6.3,9.9,10.5,14.9,17.5,14.1,12.5,3.8,2.6,51276,66317,15041,Very Low
50,Male,White,"U.S. Marshals Service, Odessa Police Department",Pending investigation/No Known Charges,2016,3,10,Odessa,TX,Ector,Gunshot,No known charges,Yes,31.8831,-102.3406,Texas,0500000US48135,53155,4,3.8,9.4,7.7,12.4,17,13,18.7,8,5.9,67205,84688,17483,High
37,Male,White,Biloxi Police Department,Grand jury/No bill or Cleared,2016,3,10,Biloxi,MS,Harrison,Gunshot,No known charges,Unknown,30.4422,-88.9512,Mississippi,0500000US28047,74628,8.4,4.6,13.4,11.1,12.4,18.9,10.7,13.7,3.8,3.1,50119,65457,15338,Very Low
27,Male,White,Hillsborough County Sheriff's Office,Pending investigation/No Known Charges,2016,3,8,Tampa,FL,Hillsborough,Gunshot,No known charges,Yes,27.9942,-82.4451,Florida,0500000US12057,541584,7,3.4,7.9,9.3,12.9,19.3,12.2,14.7,5.5,7.7,61154,84812,23658,Middle
28,Male,Hispanic,Stockton Police Department,Pending investigation/No Known Charges,2016,3,7,Stockton,CA,San Joaquin,Taser,No known charges,No,37.9765,-121.3109,California,0500000US06077,230241,4.5,3.2,8,8.4,11.1,18.9,12.3,16.9,9,7.8,68997,92484,23487,High
41,Male,Hispanic,"Carlsbad Police Department, Eddy County Sheriff's Office",Pending investigation/No Known Charges,2016,3,7,Carlsbad,NM,Eddy,Gunshot,No known charges,No,32.4011,-104.2389,New Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Male,White,Carbon County Sheriff's Office,Pending investigation/No Known Charges,2016,3,7,Joliet,MT,Carbon,Gunshot,No known charges,No,45.4845,-108.9721,Montana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Male,White,San Jose Police Department,Pending investigation/No Known Charges,2016,3,7,San Jose,CA,Santa Clara,Gunshot,No known charges,No,37.3019,-121.8486,California,0500000US06085,643637,2.5,2.3,3.6,4.3,5.9,10.8,9.4,16.5,13.2,31.6,133076,180645,47569,Very High
49,Male,White,Rochester Police Department,Grand jury/No bill or Cleared,2016,3,7,Rochester,NY,Monroe,Gunshot,No known charges,Yes,43.168,-77.6162,New York,0500000US36055,305284,5.7,4.3,9.4,9.1,12.1,17.3,13.1,15.8,7,6.2,62103,84666,22563,Middle
45,Male,White,U.S. Marshals Service,Pending investigation/No Known Charges,2016,3,7,Topeka,KS,Shawnee,Gunshot,No known charges,No,39.0346,-95.6955,Kansas,0500000US20177,73172,5.3,2.6,8.1,10.3,15.7,20.6,13.3,14,5,5.2,59441,78471,19030,Low
41,Male,Hispanic,South Gate Police Department,Pending investigation/No Known Charges,2016,3,6,South Gate,CA,Los Angeles,Gunshot,No known charges,No,33.9448,-118.1926,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
51,Male,White,Azle Police Department,Pending investigation/No Known Charges,2016,3,6,Azle,TX,Tarrant,Gunshot,No known charges,Yes,32.8955,-97.5379,Texas,0500000US48439,727094,4.4,3.2,6.7,8.3,12.2,18.8,13.7,16.4,7.8,8.5,70139,94469,24330,High
42,Male,White,Bismarck Police Department,Justified by Attorney General,2016,3,6,Bismarck,ND,Burleigh,Gunshot,No known charges,No,46.8144,-100.7694,North Dakota,0500000US38015,38438,4,4.8,6.5,6.7,11.7,18.1,12.6,21.2,6.5,8,72494,96490,23996,High
22,Male,White,Beaumont Police Department,Pending investigation/No Known Charges,2016,3,5,Beaumont,TX,Jefferson,Gunshot,No known charges,Yes,30.0849,-94.1451,Texas,0500000US48245,89273,9,4,10.8,8.2,14.1,18.6,12.3,11.7,5.3,6.1,55797,73960,18163,Low
34,Male,White,Cheektowaga Police Department,Justified by internal review,2016,3,5,Buffalo,NY,Erie,Gunshot,No known charges,Yes,42.9016,-78.8487,New York,0500000US36029,398326,6.6,4.5,9.4,9.5,12,18.2,12.9,14.3,6.9,5.7,60652,79972,19320,Middle
30,Male,White,Laurel County Sheriff's Office,"Charged, Convicted of reckless homicide, sentenced to 1 year in prison",2016,3,4,East Bernstadt,KY,Laurel,Gunshot,"Charged, Convicted of reckless homicide, sentenced to 1 year in prison",No,37.1923,-84.1209,Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,Male,White,Montgomery County Sheriff's Office,Pending investigation/No Known Charges,2016,3,4,Mount Ida,AR,Montgomery,Gunshot,No known charges,Unknown,34.5509,-93.6309,Arkansas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Male,Hispanic,Mesa Police Department,Pending investigation/No Known Charges,2016,3,3,Gilbert,AZ,Maricopa,Gunshot,No known charges,No,33.3101,-111.7463,Arizona,0500000US04013,1611722,5,2.8,7.2,7.5,12.8,18.6,13.7,16.8,7.3,8.3,68649,92992,24343,High
37,Male,White,Kenly Police Department,Charged with manslaughter,2016,3,3,Selma,NC,Johnston,Taser,Charged with a crime,Unknown,35.5436,-78.2954,North Carolina,0500000US37101,73567,7.1,3.7,8.4,8,14.5,15.7,13,18.4,5.1,6.2,60951,82143,21192,Middle
41,Male,White,Johnstown Police Department,Justified by District Attorney,2016,3,2,Johnstown,PA,Cambria,"Gunshot, Taser",No known charges,Unknown,40.3258,-78.9193,Pennsylvania,0500000US42021,56490,8,7.1,10.8,10.8,14,18.2,13.8,11.6,3.3,2.3,49076,63805,14729,Very Low
36,Male,White,Harford County Sheriff's Office,Pending investigation/No Known Charges,2016,3,2,Bel Air,MD,Harford,Gunshot,No known charges,Yes,39.5348,-76.346,Maryland,0500000US24025,96203,3.4,2.2,4.5,4.8,8.8,15.2,14.6,22.4,11.3,12.7,92331,113104,20773,Very High
36,Male,White,Harford County Sheriff's Office,Pending investigation/No Known Charges,2016,3,2,Bel Air,MD,Harford,Gunshot,No known charges,Yes,39.5815,-78.8557,Maryland,0500000US24025,96203,3.4,2.2,4.5,4.8,8.8,15.2,14.6,22.4,11.3,12.7,92331,113104,20773,Very High
22,Male,Hispanic,Euliss Police Department,Pending investigation/No Known Charges,2016,3,1,Euless,TX,Tarrant,Gunshot,No known charges,Yes,32.8508,-97.0799,Texas,0500000US48439,727094,4.4,3.2,6.7,8.3,12.2,18.8,13.7,16.4,7.8,8.5,70139,94469,24330,High
39,Male,Hispanic,Palm Bay Police Department,Pending investigation/No Known Charges,2016,3,1,Palm Bay,FL,Brevard,Gunshot,No known charges,Yes,27.955,-80.6627,Florida,0500000US12009,230043,4.2,3.7,9,10.1,16.3,18.6,12.8,13.7,6.4,5.4,57305,78841,21536,Low
37,Male,White,Gautier Police Department,Pending investigation/No Known Charges,2016,3,1,Gautier,MS,Jackson,Gunshot,No known charges,No,30.4106,-88.6568,Mississippi,0500000US28059,56323,3.7,4.6,10,13.5,15.1,16.9,14.1,13.3,4.5,4.1,52476,76123,23647,Very Low
24,Male,Black,Raleigh Police Department,Unreported,2016,2,29,Raleigh,NC,Wake,Gunshot,No known charges,No,35.8325,-78.6435,North Carolina,0500000US37183,419361,3.6,2.1,6,7.2,10.3,15.6,13.1,19.1,11.2,11.8,84215,111123,26908,Very High
41,Male,White,Ashville Police Department,Pending investigation/No Known Charges,2016,2,28,Ashville,AL,St. Clair,Gunshot,No known charges,No,33.8331,-86.2698,Alabama,0500000US01115,32829,3.9,2.9,7.8,8.7,12.6,20.2,13.8,22.3,4,3.9,67487,78406,10919,High
44,Male,White,Rapid City Police Department,Justified by Attorney General,2016,2,28,Rapid City,SD,Pennington,Gunshot,No known charges,Yes,44.0716,-103.2204,South Dakota,0500000US46103,44676,3.9,6,12.6,9.4,10.1,18.9,13.2,16.2,4.7,4.8,58085,77493,19408,Low
23,Male,Hispanic,Wilson County Sheriff's Department,Pending investigation/No Known Charges,2016,2,27,Floresville,TX,Wilson,Gunshot,No known charges,No,29.14,-98.163,Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Male,Black,Roanoke County Police Department,Justified,2016,2,26,Cave Spring,VA,Roanoke,Gunshot,No known charges,Yes,37.2254,-80.0073,Virginia,0500000US51161,37506,3.5,4.3,6.5,7,9.8,21.1,13,19.2,7.4,8.2,71715,93210,21495,High
35,Male,White,Pennington County Sheriff's Office,Justified by Attorney General,2016,2,26,Rapid City,SD,Pennington,Gunshot,No known charges,No,44.0716,-103.2204,South Dakota,0500000US46103,44676,3.9,6,12.6,9.4,10.1,18.9,13.2,16.2,4.7,4.8,58085,77493,19408,Low
56,Male,Black,Montgomery Police Department,"Charged with murder, Convicted of manslaughter, Sentenced to 14 years in prison",2016,2,25,Montgomery,AL,Montgomery,Gunshot,"Charged, Convicted, Sentenced to 14 years in prison",No,32.3473,-86.2666,Alabama,0500000US01101,88864,8.1,3.6,9.2,10.1,15.7,20.2,11.1,13.3,4.5,4.3,53117,72113,18996,Very Low
38,Male,Black,Harvey County Sheriff's Office,Pending investigation/No Known Charges,2016,2,25,Hesston,KS,Harvey,Gunshot,No known charges,Yes,38.1403,-97.4272,Kansas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Male,White,Lyon County Sheriff's Office,Pending investigation/No Known Charges,2016,2,25,Silver Springs,NV,Lyon,Gunshot,No known charges,No,39.3826,-119.2149,Nevada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Male,White,Evans Police Department,Justified by outside agency,2016,2,25,Evans,CO,Weld,Gunshot,No known charges,No,40.366,-104.7389,Colorado,0500000US08123,111298,3.5,2.9,7,6.4,9.8,17.5,14.3,22.4,9.3,6.8,78615,95567,16952,Very High
31,Male,White,Bellevue Police Department,Pending investigation/No Known Charges,2016,2,25,Bellevue,NE,Sarpy,Taser,No known charges,Unknown,41.1535,-95.9357,Nebraska,0500000US31153,68947,2.3,2.8,5.8,4.9,9.9,16.3,17.7,22.8,9.4,8,83720,100778,17058,Very High
